development_fold,subject,method,calibration_size,calibration_run,test_runs,training_subjects,source_CSP_fit_subjects,source_scaler_fit_subjects,calibration_trial_keys,calibration_trial_count,calibration_fists_count,calibration_feet_count,test_trial_keys,test_runs_absent_from_calibration,target_EEG_used_for_source_CSP_fit,target_EEG_used_for_source_scaler_fit,unlabeled_test_EEG_used_for_adaptation,target_CSP_refit,target_scaler_refit,decision_layer_fitted_from_calibration_only,calibrated_threshold,target_LDA_training_trial_count
1,1,target_lda,14,6,10/14,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13,14,7,7,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13/S001_R10_T14/S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13/S001_R14_T14,True,False,False,False,False,False,True,,14
1,1,target_lda,14,10,6/14,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13,14,7,7,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13/S001_R06_T14/S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13/S001_R14_T14,True,False,False,False,False,False,True,,14
1,1,target_lda,14,14,6/10,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S001_R14_T00/S001_R14_T01/S001_R14_T02/S001_R14_T03/S001_R14_T04/S001_R14_T05/S001_R14_T06/S001_R14_T07/S001_R14_T08/S001_R14_T09/S001_R14_T10/S001_R14_T11/S001_R14_T12/S001_R14_T13,14,7,7,S001_R06_T00/S001_R06_T01/S001_R06_T02/S001_R06_T03/S001_R06_T04/S001_R06_T05/S001_R06_T06/S001_R06_T07/S001_R06_T08/S001_R06_T09/S001_R06_T10/S001_R06_T11/S001_R06_T12/S001_R06_T13/S001_R06_T14/S001_R10_T00/S001_R10_T01/S001_R10_T02/S001_R10_T03/S001_R10_T04/S001_R10_T05/S001_R10_T06/S001_R10_T07/S001_R10_T08/S001_R10_T09/S001_R10_T10/S001_R10_T11/S001_R10_T12/S001_R10_T13/S001_R10_T14,True,False,False,False,False,False,True,,14
2,2,threshold,0,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,False,,0
2,2,threshold,0,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,False,,0
2,2,threshold,0,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,False,,0
2,2,threshold,4,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03,4,2,2,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.33992030496179226,0
2,2,threshold,4,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03,4,2,2,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.31264117248666445,0
2,2,threshold,4,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03,4,2,2,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,True,0.05513462259907217,0
2,2,threshold,8,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07,8,4,4,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.33992030496179226,0
2,2,threshold,8,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07,8,4,4,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.45060843916853127,0
2,2,threshold,8,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07,8,4,4,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,True,-0.5745470777016496,0
2,2,threshold,12,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11,12,6,6,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.4948964601767965,0
2,2,threshold,12,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11,12,6,6,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.45060843916853127,0
2,2,threshold,12,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11,12,6,6,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,True,-0.8569040771850847,0
2,2,threshold,14,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13,14,7,7,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.4948964601767965,0
2,2,threshold,14,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13,14,7,7,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,-0.45060843916853127,0
2,2,threshold,14,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13,14,7,7,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,True,-0.8569040771850847,0
2,2,target_lda,0,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,False,,0
2,2,target_lda,0,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,False,,0
2,2,target_lda,0,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,False,,0
2,2,target_lda,4,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03,4,2,2,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,,4
2,2,target_lda,4,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03,4,2,2,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,,4
2,2,target_lda,4,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03,4,2,2,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,True,,4
2,2,target_lda,8,6,10/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07,8,4,4,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,,8
2,2,target_lda,8,10,6/14,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07,8,4,4,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07/S002_R14_T08/S002_R14_T09/S002_R14_T10/S002_R14_T11/S002_R14_T12/S002_R14_T13/S002_R14_T14,True,False,False,False,False,False,True,,8
2,2,target_lda,8,14,6/10,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S002_R14_T00/S002_R14_T01/S002_R14_T02/S002_R14_T03/S002_R14_T04/S002_R14_T05/S002_R14_T06/S002_R14_T07,8,4,4,S002_R06_T00/S002_R06_T01/S002_R06_T02/S002_R06_T03/S002_R06_T04/S002_R06_T05/S002_R06_T06/S002_R06_T07/S002_R06_T08/S002_R06_T09/S002_R06_T10/S002_R06_T11/S002_R06_T12/S002_R06_T13/S002_R06_T14/S002_R10_T00/S002_R10_T01/S002_R10_T02/S002_R10_T03/S002_R10_T04/S002_R10_T05/S002_R10_T06/S002_R10_T07/S002_R10_T08/S002_R10_T09/S002_R10_T10/S002_R10_T11/S002_R10_T12/S002_R10_T13/S002_R10_T14,True,False,False,False,False,False,True,,8
